SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range
CCC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,4.3082605014381565,4.518846623309047,200-300,<50,3-5,1-3,1-3,3-4
CNCC(O)CC12CCC(c3ccccc31)c1ccccc12,3.481866979483761,2.1664261485194816,200-300,<50,3-5,1-3,1-3,3-4
CCC(Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,2.953377501347597,2.664277677493324,400-500,100-150,5-7,7-10,1-3,3-4
CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,2.703122326072148,5.552859967556872,300-400,50-75,5-7,3-5,1-3,3-4
C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,2.2593491632095906,3.9028862723145594,400-500,75-100,5-7,5-7,1-3,3-4
N=c1nc(C(=O)NCc2cccc3cccnc23)c2ccccc2[nH]1,3.6538144594975295,4.4947037684815845,300-400,75-100,3-5,3-5,3-5,2-3
C(C(F)(Cl)Cl)(F)(F)Cl,3.573404930980636,0.4960254312430792,<200,<50,<3,<1,<1,2-3
CN=C1C=NN(c2cccc(C(F)(F)F)c2)C(=O)C1Cl,2.466877945228275,3.3747263277487556,300-400,<50,<3,3-5,<1,2-3
CCN1CCN(CC1)C2=CC=C(C=C2)NC3=CC(=NC=N3)N(C)C(=O)NC4=C(C(=CC(=C4Cl)OC)OC)Cl,2.801871023233733,4.309154982576856,500-600,75-100,7-10,7-10,1-3,>=4
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,0.3031279400601214,1.993392737631828,300-400,<50,<3,3-5,<1,>=4
CC1COCCN1c1cc(C2(S(C)(=N)=O)CC2)nc(-c2cc[nH]c3nccc2-3)n1,1.5348987467381943,1.8064181702367141,400-500,100-150,3-5,7-10,1-3,2-3
CC1=C(C=CC=C1[N+](=O)[O-])[N+](=O)[O-],3.7104677950824865,4.490147048307164,<200,75-100,<3,3-5,<1,1-2
O=C(Nc1ccccc1)Nc1cnns1,3.533270102944585,2.604018875753498,200-300,50-75,<3,3-5,1-3,2-3
O=P(OCCCl)(OCCCl)OCCCl,3.0830256986056597,1.8229951818212897,200-300,<50,7-10,3-5,<1,2-3
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O,3.4876538450695422,4.243413982861241,200-300,<50,<3,1-3,1-3,>=4
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,3.7862294193497563,3.8409224786811804,300-400,50-75,<3,5-7,1-3,1-2
O=C(c1ccc(O)cc1)c1ccc(O)cc1O,3.880020316296664,4.001584511406435,200-300,75-100,<3,3-5,3-5,2-3
CON=C(C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F,4.055949879177452,3.7518379385882503,400-500,75-100,7-10,7-10,<1,>=4
CCCC1=CC(=O)NC(=S)N1,2.0093100409069,1.4738722005560367,<200,<50,<3,1-3,1-3,1-2
C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C,2.764561475855483,3.086667844147708,200-300,50-75,5-7,3-5,<1,2-3
C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4C=C32,3.2800524506975033,3.8604004147232507,200-300,<50,<3,<1,<1,>=4
CC1=C2CC3C(CC=C4CC(O)CCC43C)C2CCC12OC1CC(C)CNC1C2C,3.9320978247591607,4.32813021826007,400-500,<50,<3,3-5,1-3,>=4
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,3.0741684187662317,3.6414413504985514,200-300,50-75,3-5,5-7,1-3,2-3
C1CC2=CC=CC3=C2C1=CC=C3,3.900887715062705,2.589992962855732,<200,<50,<3,<1,<1,2-3
O=C(NO)C1(NS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)CCOCC1,2.338472364778849,1.913322167765711,400-500,100-150,5-7,5-7,3-5,1-2
C1CC1C#C[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,1.6721414468404905,3.1202478392280244,300-400,<50,<3,1-3,1-3,>=4
