SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range
CCC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,4.236204157210043,4.518846623309047,200-300,<50,3-5,1-3,1-3,3-4
CNCC(O)CC12CCC(c3ccccc31)c1ccccc12,2.782497502006905,2.1664261485194816,200-300,<50,3-5,1-3,1-3,3-4
CCC(Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,2.14778911963783,2.664277677493324,400-500,100-150,5-7,7-10,1-3,3-4
CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,2.4092687817530236,5.552859967556872,300-400,50-75,5-7,3-5,1-3,3-4
C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,2.381521360547749,3.9028862723145594,400-500,75-100,5-7,5-7,1-3,3-4
N=c1nc(C(=O)NCc2cccc3cccnc23)c2ccccc2[nH]1,3.346505253419397,4.4947037684815845,300-400,75-100,3-5,3-5,3-5,2-3
C(C(F)(Cl)Cl)(F)(F)Cl,3.291146466906649,0.4960254312430792,<200,<50,<3,<1,<1,2-3
CN=C1C=NN(c2cccc(C(F)(F)F)c2)C(=O)C1Cl,2.260601409265861,3.3747263277487556,300-400,<50,<3,3-5,<1,2-3
CCN1CCN(CC1)C2=CC=C(C=C2)NC3=CC(=NC=N3)N(C)C(=O)NC4=C(C(=CC(=C4Cl)OC)OC)Cl,2.4745908509577625,4.309154982576856,500-600,75-100,7-10,7-10,1-3,>=4
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,0.26308567982981335,1.993392737631828,300-400,<50,<3,3-5,<1,>=4
CC1COCCN1c1cc(C2(S(C)(=N)=O)CC2)nc(-c2cc[nH]c3nccc2-3)n1,1.705789222466038,1.8064181702367141,400-500,100-150,3-5,7-10,1-3,2-3
CC1=C(C=CC=C1[N+](=O)[O-])[N+](=O)[O-],3.9610534170760023,4.490147048307164,<200,75-100,<3,3-5,<1,1-2
O=C(Nc1ccccc1)Nc1cnns1,4.0762078636327015,2.604018875753498,200-300,50-75,<3,3-5,1-3,2-3
O=P(OCCCl)(OCCCl)OCCCl,2.5806901425883226,1.8229951818212897,200-300,<50,7-10,3-5,<1,2-3
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O,2.929832977958534,4.243413982861241,200-300,<50,<3,1-3,1-3,>=4
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,4.308446210784773,3.840922478681181,300-400,50-75,<3,5-7,1-3,1-2
O=C(c1ccc(O)cc1)c1ccc(O)cc1O,4.212830116783664,4.001584511406435,200-300,75-100,<3,3-5,3-5,2-3
CON=C(C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F,3.535079816217914,3.7518379385882503,400-500,75-100,7-10,7-10,<1,>=4
CCCC1=CC(=O)NC(=S)N1,1.8941143494519208,1.4738722005560367,<200,<50,<3,1-3,1-3,1-2
C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C,2.4724299204849647,3.0866678441477085,200-300,50-75,5-7,3-5,<1,2-3
C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4C=C32,2.981207866375823,3.8604004147232507,200-300,<50,<3,<1,<1,>=4
CC1=C2CC3C(CC=C4CC(O)CCC43C)C2CCC12OC1CC(C)CNC1C2C,2.751389500125961,4.32813021826007,400-500,<50,<3,3-5,1-3,>=4
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,2.8075430344897274,3.641441350498551,200-300,50-75,3-5,5-7,1-3,2-3
C1CC2=CC=CC3=C2C1=CC=C3,3.15543923502036,2.589992962855732,<200,<50,<3,<1,<1,2-3
O=C(NO)C1(NS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)CCOCC1,2.069355978489591,1.913322167765711,400-500,100-150,5-7,5-7,3-5,1-2
C1CC1C#C[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,2.161864011561348,3.1202478392280244,300-400,<50,<3,1-3,1-3,>=4
CCOC(=O)CC(C(=O)OCC)SP(=O)(OC)OC,2.169642780758255,4.964426385618068,300-400,75-100,7-10,7-10,<1,2-3
COc1ccc(O)c(C(C)(C)C)c1,4.344149092446232,2.9424769503830155,<200,<50,<3,1-3,1-3,2-3
CCCCCCOC1=CC=C(C=C1)N,3.614049924642805,5.312037759993743,<200,<50,5-7,1-3,1-3,3-4
CSc1nnc(C(C)(C)C)c(=O)n1N,2.143069794062794,1.312316253610314,200-300,50-75,<3,5-7,1-3,0-1
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,2.940400893060349,3.600600000727901,500-600,75-100,>=10,7-10,1-3,>=4
FC(F)(F)Br,1.5863811243205077,2.627824938988848,<200,<50,<3,<1,<1,1-2
CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,3.7309331881408876,3.744043216068931,300-400,50-75,5-7,3-5,1-3,3-4
CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,4.188977159597028,3.925732183746518,300-400,50-75,7-10,7-10,<1,3-4
CC(C)C1CCC(C1(CN2C=NC=N2)O)CC3=CC=C(C=C3)Cl,3.0101199260662685,5.552859967556872,300-400,50-75,5-7,3-5,1-3,3-4
Cc1ccc(C(C)(C)C)c(O)c1,4.60556145224398,4.528232984567794,<200,<50,<3,1-3,1-3,2-3
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,2.0731185589912946,0.6885116631311579,300-400,<50,<3,3-5,<1,3-4
Cc1cc(COc2ccc(S(=O)(=O)N(C)C3(C(=O)NO)CN(C(=O)C(C)C)C3)cc2)c2ccccc2n1,2.807186930853218,3.0612578074341883,500-600,100-150,7-10,7-10,1-3,2-3
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,1.5715802381263269,1.5177655078946732,200-300,75-100,<3,5-7,1-3,2-3
Cc1ccc([N+](=O)[O-])cc1,3.6621578388421114,3.9151356760387688,<200,<50,<3,1-3,<1,1-2
C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,2.8822756366256597,1.7336283942713184,300-400,75-100,5-7,7-10,1-3,0-1
CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,2.404816488553404,3.2104082761500496,300-400,50-75,3-5,3-5,1-3,3-4
C[C@@]1(C(=O)N(C(=N1)SC)NC2=CC=CC=C2)C3=CC=CC=C3,3.112667614540648,3.831590998654214,300-400,<50,3-5,3-5,1-3,3-4
Cc1ccc(C(SC[C@H](N)C(=O)O)(c2ccccc2)c2ccccc2)cc1C,2.8987496475470578,3.049271618680062,300-400,50-75,7-10,3-5,1-3,>=4
CCn1c(C(C)NS(=O)(=O)c2ccc(C#N)nc2)nc2cnc(C(F)(F)F)cc21,1.0828727140553904,1.3994968237976466,400-500,100-150,5-7,7-10,1-3,2-3
CCCCCCCC[Si](OCC)(OCC)OCC,3.239026173577277,3.3721103594482438,200-300,<50,>=10,3-5,<1,>=4
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,2.9745538259340654,2.6905119681290026,200-300,<50,<3,1-3,1-3,3-4
CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C2=C(ON=C2)C3CC3,2.286497381813868,3.96943505598847,300-400,75-100,3-5,5-7,<1,3-4
CCCCCCCC1CCC(=O)O1,3.828526265040968,3.2226495354571054,<200,<50,5-7,1-3,<1,3-4
CCNC(=O)NC(=O)/C(=N/OC)/C#N,3.0438523555118504,4.436195640237645,<200,100-150,3-5,5-7,1-3,<0
CCCCOC(=O)c1ccccc1C(=O)OCCCC,3.3888552820237914,4.6925650311110845,200-300,50-75,7-10,3-5,<1,3-4
CC[C@@H]1C[C@@H]2[C@@H](CC[C@@]3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OC[C@@H]23)NS1(=O)=O,0.2194224396998499,0.567181382230949,500-600,75-100,3-5,5-7,1-3,>=4
Cn1nc(CO)nc1NCCCOc1cccc(CN2CCCCC2)c1,2.551573817643313,3.3668578030321905,300-400,75-100,7-10,7-10,1-3,2-3
C1COCCO1,3.72003964592367,2.2891842514700076,<200,<50,<3,1-3,<1,0-1
CNC1=C(C(=O)N(N=C1)C2=CC=CC(=C2)C(F)(F)F)Cl,2.8021503229245113,3.3747263277487556,300-400,<50,<3,3-5,1-3,2-3
OC(=NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cnc(O)c2ccccc12,1.983074407524771,2.4138759891326176,400-500,75-100,7-10,5-7,3-5,>=4
C#CCN1C(=O)COC2=CC(=C(C=C21)N3C(=O)C4=C(C3=O)CCCC4)F,2.8560758059058986,3.100510435676909,300-400,50-75,<3,3-5,<1,1-2
CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N,3.1616179868591345,2.201094789505169,200-300,75-100,3-5,5-7,1-3,1-2
COC1=C(C=C(C=C1)C(=CC(=O)N2CCOCC2)C3=CC=C(C=C3)Cl)OC,2.6371910730111394,3.9636527532089056,300-400,<50,5-7,3-5,<1,3-4
C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,2.405799356359114,2.232420674799882,200-300,50-75,<3,3-5,1-3,2-3
FC(F)(F)C(Cl)Cl,0.022180197834138465,4.882654669320898,<200,<50,<3,<1,<1,2-3
c1ccc2ncccc2c1,3.353053351668734,4.59723861406921,<200,<50,<3,1-3,<1,2-3
CC(C)C1=C(C(=CC=C1)C(C)C)O,3.5794242428761978,5.610350895842208,<200,<50,<3,1-3,1-3,3-4
CCCCCc1ccc(N)cc1,3.6807949571306717,3.856642633463877,<200,<50,3-5,1-3,1-3,3-4
CN(C(=O)Cc1cccc2occc12)C1CCC2(CCCO2)CC1N1CCCC1,2.5191021728506815,2.2564205189442124,300-400,<50,3-5,3-5,<1,3-4
C[C@H](CO)NC1=NC(=NC2=C1N=CC(=O)N2)SCC3=C(C(=CC=C3)F)F,2.8407016708623187,4.0956544705840825,300-400,100-150,5-7,7-10,3-5,2-3
CNC(=O)CSP(=S)(OC)OC,1.559751719779425,2.338734999890452,200-300,<50,5-7,5-7,1-3,0-1
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,3.5456740354599705,3.5745569271098394,400-500,75-100,7-10,5-7,1-3,>=4
CC12CC1(C(=O)N(C2=O)C3=CC(=CC(=C3)Cl)Cl)C,2.567805104843035,2.6766060413572883,200-300,<50,<3,1-3,<1,3-4
CCNc1nc(Cl)nc(NCC)n1,1.8551245387074686,2.8388001674779244,200-300,50-75,3-5,5-7,1-3,1-2
CCC1=CC(=C(N=C1)C2=NC(C(=O)N2)(C)C(C)C)C(=O)O,2.1653513963337674,1.9432851782606186,200-300,75-100,3-5,3-5,1-3,1-2
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1,2.500815534554855,1.8064181702367141,300-400,50-75,3-5,1-3,1-3,>=4
N#CSCSc1nc2ccccc2s1,3.384202895950473,4.334820764847144,200-300,<50,3-5,5-7,<1,3-4
ClC=C(Cl)Cl,3.201349211542667,3.365100801984549,<200,<50,<3,<1,<1,2-3
FC(C(F)(F)F)C(F)(F)F,1.666227614135097,2.627824938988848,<200,<50,<3,<1,<1,2-3
CNC(=O)ON=C(C)SC,0.8329910915962244,1.8270968507176903,<200,50-75,<3,3-5,1-3,1-2
N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,3.297029886743265,2.2211677492744886,200-300,75-100,<3,3-5,3-5,3-4
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(C(NC(C)(C)C)c3ccccn3)ns2)n1,2.0386510648818637,3.434720483957125,400-500,100-150,5-7,7-10,3-5,>=4
CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,3.4172746379563357,2.232420674799882,300-400,<50,3-5,3-5,<1,3-4
CC(CO)Nc1cc(NS(=O)(=O)N2CCC2)nc(SCc2cccc(F)c2F)n1,2.290193567037445,2.184626666957669,400-500,100-150,7-10,7-10,3-5,2-3
CCOP(=S)(OCC)OC1=NN(C(=N1)Cl)C(C)C,4.1333357396325825,3.925732183746518,300-400,50-75,7-10,7-10,<1,3-4
CCc1cc2c(cc1CC)CC(NCC(O)c1ccc(O)c3[nH]c(=O)ccc13)C2,4.132925395044817,2.6281924485456436,300-400,75-100,5-7,3-5,3-5,3-4
O=C1OCC(Cc2cccc(O)c2)C1Cc1cccc(O)c1,4.093230089118303,5.871153098958999,200-300,50-75,3-5,3-5,1-3,2-3
CC(C)(C)C1=NN=C(S1)N(C)C(=O)NC,2.2681390874118663,2.669932366488085,200-300,50-75,<3,3-5,1-3,1-2
CCCC(C)C1(CC)C(=O)N=C(O)NC1=O,0.8754581282727268,1.0436381581317689,200-300,75-100,3-5,1-3,1-3,1-2
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,2.567090357859924,3.280747969380977,200-300,<50,<3,1-3,1-3,2-3
C[C@@H]1COCCN1c1cc(C2([S@](C)(=N)=O)CC2)nc(-c2cc[nH]c3nccc2-3)n1,1.8286765420301199,1.8064181702367141,400-500,100-150,3-5,7-10,1-3,2-3
CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C,2.8253632731678944,4.065997881231354,200-300,50-75,<3,5-7,<1,1-2
Oc1ccc2c(c1)-c1ccccc1C2,3.3485704005401433,3.9761390873508344,<200,<50,<3,1-3,1-3,2-3
O=[N+]([O-])c1ccccc1,4.054677289917586,3.081076705295394,<200,<50,<3,1-3,<1,1-2
CCNC(=O)OC1CCN(CC1)C2=NN=CC3=CC(=C(C=C32)OC)OC,2.5505646456973614,5.107673985224389,300-400,75-100,5-7,7-10,1-3,2-3
CC1CC2C(CCC3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OCC23)NS1(=O)=O,0.06214707133266105,0.7019681610657231,500-600,75-100,<3,5-7,1-3,>=4
N#Cc1cccnc1N1CCN(C(=O)c2cccc(Cc3nnc(O)c4ccccc34)c2)CC1,3.993081338233941,5.966859049472992,400-500,100-150,3-5,7-10,1-3,3-4
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,3.5768010851666063,3.6540342763286606,300-400,75-100,5-7,5-7,1-3,2-3
CN(C)C1=CC=C(C=C1)C(=N)C2=CC=C(C=C2)N(C)C.Cl,2.6047116276803677,3.136955669224982,300-400,<50,3-5,3-5,1-3,3-4
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,3.145066696187786,3.490542838123298,300-400,<50,3-5,1-3,<1,>=4
CCOCN(C(=O)CCl)c1c(C)cccc1CC,3.8300406578874178,5.377718266768763,200-300,<50,5-7,1-3,<1,3-4
Clc1ccccc1CN1CCc2sccc2C1,3.20521573875029,4.970271451552798,200-300,<50,<3,1-3,<1,3-4
CC1=CC(=C(C=C1)O)C(C)(C)C,5.151708692432556,3.9922356063613136,<200,<50,<3,1-3,1-3,2-3
COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,3.3618197052758085,3.742838616914527,300-400,50-75,3-5,3-5,1-3,>=4
CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C,3.42624017739779,3.678111386004776,200-300,<50,<3,1-3,1-3,3-4
CC(CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)cnc12,2.999151643809193,4.0956544705840825,300-400,100-150,5-7,7-10,3-5,2-3
COc1ccc(CCOC2CCCCC2N2CCC(O)C2)cc1OC,4.605979415962023,2.858547243087515,300-400,50-75,7-10,5-7,1-3,2-3
COC1CCC(n2nc(C)c(C(O)=N[C@@H](C)C(C)(C)C)c2NS(=O)(=O)c2ccc(C)cc2)CC1,1.537604177919751,2.3184072597381764,400-500,100-150,7-10,5-7,1-3,>=4
O=C(C=Cc1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO,3.92753178356808,4.112452388140354,300-400,75-100,7-10,3-5,3-5,2-3
N#Cc1cc(Br)c(O)c(Br)c1,3.995562272178365,3.045163365618585,200-300,<50,<3,1-3,1-3,2-3
COCC(C)CN1C(C)Cc2cc(O)ccc2C1c1c(F)cc(C=CC(=O)O)cc1F,2.995535096637795,4.749214251321958,400-500,50-75,7-10,3-5,1-3,>=4
C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1,3.502897698375802,2.9288327648106827,300-400,<50,3-5,3-5,<1,1-2
CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,2.407712483690051,3.1266297423195604,>=600,100-150,>=10,7-10,3-5,>=4
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,2.902916223361297,2.020069783139841,200-300,50-75,7-10,3-5,1-3,2-3
CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,3.4085373096074587,3.7548198047292756,200-300,50-75,5-7,3-5,<1,3-4
C1COCCC1(C(=O)NO)NS(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)F,1.8064330354105305,1.913322167765711,400-500,100-150,5-7,5-7,3-5,1-2
CC(C)CN1[C@H](c2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2CC1(C)C,4.643728215510672,2.7890647440831073,300-400,50-75,5-7,3-5,1-3,>=4
CCOC1=CC=C(C=C1)NC(=O)C,3.9926412427565223,3.2099976421787297,<200,<50,3-5,1-3,1-3,2-3
CCC1=C(C(=CC=C1)CC)N,3.2243662412932173,3.738611055944215,<200,<50,<3,1-3,1-3,2-3
CN1CN(C(=S)SC1)C,2.874127702426054,3.484318607371102,<200,<50,<3,3-5,<1,0-1
CC(CF)CN1C(C)Cc2cc(O)ccc2C1c1ccc(C=CC(=O)O)cc1,3.4855369658164728,5.542948399503669,300-400,50-75,5-7,3-5,1-3,>=4
CC(=O)NC1=CC=C(C=C1)O,4.479062846336549,0.649946912270624,<200,<50,<3,1-3,1-3,1-2
CC1=C(C(=O)Nc2ccccc2)SCCO1,4.3915088806155,4.144821604399771,200-300,<50,<3,3-5,1-3,2-3
CCC(=O)NC1=CC(=C(C=C1)Cl)Cl,4.313418600329718,3.392848963727762,200-300,<50,<3,1-3,1-3,3-4
CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,1.8328799436406968,1.965984476132442,200-300,50-75,5-7,3-5,1-3,1-2
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,1.018444622803132,2.232420674799882,200-300,50-75,<3,3-5,1-3,2-3
C1=CC=C(C=C1)NC(=O)NC2=CN=NS2,3.76137016233388,2.604018875753498,200-300,50-75,<3,3-5,1-3,2-3
CCc1cccc(CC)c1N,3.6299543148720788,3.738611055944215,<200,<50,<3,1-3,1-3,2-3
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,2.5140927761015353,5.988782252971292,400-500,<50,7-10,3-5,1-3,>=4
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,3.4649446335725886,4.360494395961876,200-300,50-75,3-5,3-5,1-3,3-4
CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2,0.9344151397626361,4.3146133186036115,200-300,75-100,<3,3-5,1-3,1-2
CC1=NC=C(N1CCO)[N+](=O)[O-],2.886095723420167,2.155580485727476,<200,75-100,3-5,5-7,1-3,0-1
CNC(=O)Oc1cccc2c1OC(C)(C)O2,2.7193394472086476,4.02730581590257,200-300,50-75,<3,3-5,1-3,1-2
FC(F)(Cl)C(F)(Cl)Cl,2.622874001589537,0.4960254312430792,<200,<50,<3,<1,<1,2-3
C=CC1=CC=CC=C1,3.816457199866755,4.703924038629804,<200,<50,<3,<1,<1,2-3
CCC(C)(c1ccc(O)cc1)c1ccc(O)cc1,3.9295240047276048,4.518846623309047,200-300,<50,3-5,1-3,1-3,3-4
CC(Nc1cc(F)cc(Cl)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,2.6371970594706426,3.450990217591385,400-500,75-100,5-7,5-7,1-3,>=4
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,2.7990165020785094,2.655377710446548,500-600,75-100,7-10,7-10,1-3,>=4
CCCCN(CCCC)N=O,3.6009580819328604,3.377335470610368,<200,<50,7-10,1-3,<1,2-3
C1=Cc2cccc3cccc1c23,3.0841651738065137,3.481191903559391,<200,<50,<3,<1,<1,3-4
CCn1c(C(C)NS(=O)(=O)c2ccc(C#N)nc2)nc2cnc(C3CC3)cc21,0.9019522932513959,0.4113543988083964,300-400,100-150,5-7,7-10,1-3,2-3
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,3.0542535567868945,2.232420674799882,300-400,<50,3-5,3-5,<1,3-4
CCCc1ccc(O)c(OC)c1,5.166989039610586,4.152452765609863,<200,<50,3-5,1-3,1-3,2-3
CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,1.251181569468676,4.3146133186036115,200-300,75-100,<3,3-5,1-3,1-2
CCNC1=NC(=NC(=N1)Cl)NCC,3.569566176745173,2.8388001674779244,200-300,50-75,3-5,5-7,1-3,1-2
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,4.120477913066855,4.462948686380335,300-400,<50,<3,1-3,<1,>=4
CN1CCN(c2ccc3nc(Nc4ccc(Br)cn4)[nH]c3c2)CC1,2.7097173927083404,3.5795362960314803,300-400,50-75,3-5,5-7,1-3,3-4
CCOc1cc2ccccc2oc1=O,3.797491007713381,4.206955728268953,<200,<50,<3,3-5,<1,2-3
CCC1=C(C(=O)C=CO1)O,5.087960155037845,5.33314527235854,<200,50-75,<3,3-5,1-3,0-1
CCOc1ncc(C)c2c1C(c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,2.3625130817699893,2.557794902195457,300-400,100-150,5-7,5-7,1-3,2-3
C1=CC=C(C(=C1)CC2=CC=C(C=C2)O)O,4.85214045383994,4.980287695503318,200-300,<50,<3,1-3,1-3,2-3
CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,3.8337214234425776,3.456622659303656,300-400,100-150,5-7,7-10,<1,2-3
CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2C(=O)CCCC2=O)[N+](=O)[O-],1.2787778779234602,0.642480563453373,300-400,100-150,3-5,7-10,<1,1-2
C=CC(=O)Nc1cc(Nc2ncc(C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,2.892891080587773,2.7244535934877994,500-600,75-100,>=10,7-10,1-3,>=4
CC[C@@H](C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,2.682458865695829,2.664277677493324,400-500,100-150,5-7,7-10,1-3,3-4
CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,4.346177957994231,5.081630861071418,200-300,<50,5-7,1-3,<1,2-3
CC(=O)N1CCN(CCOc2ccc(C3CCN(c4ccc5nnc(C(F)(F)F)n5n4)CC3)cc2)CC1,3.4874569866462317,3.450990217591385,500-600,75-100,5-7,7-10,<1,3-4
Cc1cc(COc2ccc(S(=O)(=O)N(C)C3(C(O)=NO)CN(C(=O)C(C)C)C3)cc2)c2ccccc2n1,2.7169069491638402,3.0612578074341883,500-600,100-150,7-10,7-10,1-3,3-4
CC(CCl)Cl,4.312828661956855,4.987083563286031,<200,<50,<3,<1,<1,1-2
CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C,2.186321419749945,0.770201180338248,300-400,50-75,7-10,3-5,1-3,3-4
C[C@H](CF)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c1ccc(/C=C/C(=O)O)cc1,2.482046351341496,5.542948399503669,300-400,50-75,5-7,3-5,1-3,>=4
C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)C4=CC5=C(C=C4)C(=NN5C)C,3.997933635773094,2.988368376495352,400-500,75-100,3-5,5-7,1-3,2-3
COc1ccc(OC(F)(F)F)cc1CNC1CCCNC1c1ccccc1,2.7633504462133884,2.8180476535328345,300-400,<50,5-7,3-5,1-3,>=4
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,1.0992678125560644,3.2104082761500496,300-400,50-75,3-5,3-5,1-3,3-4
Cc1ccccc1O,4.3937808327009025,4.261515311874514,<200,<50,<3,1-3,1-3,1-2
COC(=O)C1=CC=CC=C1C(=O)OC,4.299221620913907,4.054149419800121,<200,50-75,<3,3-5,<1,1-2
CC(C)(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,2.4938797677007187,2.7701159173763807,300-400,75-100,5-7,7-10,3-5,3-4
CCOC(=O)c1ccccc1C(=O)OCC,3.074846614662233,4.6925650311110845,200-300,50-75,3-5,3-5,<1,2-3
C1=NC2=C(N1)C(=S)N=C(N2)N,2.4680728664138054,1.9465596523680775,<200,75-100,<3,3-5,3-5,0-1
c1ccc(C[n+]2cccc3ccccc32)cc1,3.7060734173105288,2.97547002364752,200-300,<50,<3,<1,<1,3-4
C1CC1(C(=O)NC2=C(C=C(C=C2)Cl)Cl)C(=O)O,1.5368003596755462,0.6183711114329797,200-300,50-75,3-5,1-3,1-3,2-3
C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,3.2024848247696407,1.9519933942570784,200-300,<50,<3,1-3,1-3,3-4
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,2.1655821471364365,1.4991894926346008,400-500,75-100,<3,5-7,1-3,>=4
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,1.946753650679435,4.244144362112037,300-400,<50,<3,1-3,<1,3-4
C1C[C@H](C2=C(C=CC=N2)[C@H]([C@@H]1C3=C(C(=CC=C3)F)F)N)OC(=O)N4CCC(CC4)N5C6=C(NC5=O)N=CC=C6,2.1540915916396712,2.273329614345249,500-600,100-150,3-5,7-10,1-3,>=4
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,1.8761019998460595,1.993392737631828,300-400,<50,<3,3-5,<1,>=4
Nc1ccc(N=Nc2ccccc2)cc1,3.9974670547475704,3.7122421583778804,<200,50-75,<3,3-5,1-3,3-4
CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,2.434554316839566,1.3279465048795942,300-400,75-100,<3,3-5,<1,2-3
CCOc1ccc(Cc2cc(C34OCC(CO)(O3)C(O)C(O)C4O)ccc2Cl)cc1,3.7710308567091624,2.5216684127124465,400-500,100-150,5-7,7-10,3-5,1-2
Cc1ccc(Nc2nc3ccc(N4CCN(C)CC4)cc3[nH]2)nc1,3.201179413782212,3.92422525425521,300-400,50-75,3-5,5-7,1-3,2-3
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,3.066423484733343,3.613714458122686,200-300,50-75,5-7,5-7,<1,2-3
